Name,Year,Group,Status,Birth Date,Birth Place,Gender,Alma Mater,Undergraduate Major,Graduate Major,Military Rank,Military Branch,Space Flights,Space Flight (hr),Space Walks,Space Walks (hr),Missions,Death Date,Death Mission
Anthony Perry,1987.0,,Management,01/25/1950,"Lynchburg, VA",Male,Southern Illinois University-Carbondale; Florida Institute of Technology,Physics & Astronomy,Computer Science,Colonel,US Navy (Retired),4,2202,3,11.7,"STS-123/124 (Endeavor/Discovery), STS-132 (Atlantis)",,
James Warren MD,1999.0,18.0,Retired,03/10/1959,"Cape Girardeau, MO",Male,Delft University of Technology; University of Delaware,Mathematics,Hydraulic Engineering,,,4,4257,10,65.0,"STS-65 (Columbia), STS-70 (Discovery), STS-83 (Columbia), STS-94 (Columbia)",,
Ms. Evelyn Smith MD,2002.0,,Retired,01/12/1957,"Abington, PA",Male,US Military Academy; MIT,Chemistry,Physics,Colonel,,1,3463,1,0.8,,,
Joe Griffin,1995.0,,Retired,11/24/1961,"LaCrosse, WI",Male,University of Illinois; Stanford University,Animal Science,No Major,,,3,181,8,43.2,"STS-115 (Atlantis), STS-126 (Endeavor), STS-135 (Atlantis)",04/18/2001,
Victor Kelley,1977.0,12.0,Active,10/24/1940,"Killeen, TX",Male,City College of New York; Rutgers University,Physics,Chemical Engineering,Commander,US Navy (Retired),3,582,8,48.0,"STS-124 (Discovery), STS-132 (Atlantis)",,
Aaron Cook MD,1974.0,6.0,Retired,12/05/1944,"Minneapolis, MN",Male,Princeton University,Mechanical Engineering,Electrical Engineering,Captain,,2,15,0,0.0,"STS-38 (Atlantis), STS-51 (Discovery), STS-105/108 (Discovery/Endeavor)",,
Joseph Salinas,1961.0,2.0,Retired,07/31/1931,"Lincoln, IL",Male,US Naval Academy; George Washington University; US Naval Postgraduate School,Mathematics,Planetary Science,,,2,874,7,34.8,"STS-46 (Atlantis), STS-62 (Columbia), STS-75 (Columbia)",,
Michael Mendez,1992.0,16.0,Retired,08/16/1951,"Indiana, PA",Male,California Institute of Technology,Engineering Science,No Major,Captain,US Air Force,1,526,0,0.8,"STS-103 (Discovery), STS-118 (Endeavor), ISS-25/26 (Soyuz), ISS-43/44/45/46 (Soyuz)",11/19/1990,
Stephanie Owens,2005.0,20.0,Deceased,08/04/1970,"Burlington, IA",Female,US Naval Academy; George Washington University,Chemical Engineering,Medicine,,,2,2130,6,30.3,"STS-48 (Discovery), STS-60 (Discovery)",,
Daniel Lopez,1989.0,15.0,Management,08/09/1945,"Wapakoneta, OH",Male,Texas Technological College,Mathematics; Russian,No Major,,,3,55,9,59.6,STS 51-F (Challenger),,
Jeffrey Goodman,1964.0,3.0,Management,11/04/1931,"Ottawa, KS",Male,University of Minnesota-Minneapolis,Chemical Engineering,Physics,Brigadier General,US Air Force,1,2068,7,41.2,"STS-48 (Discovery), STS-60 (Discovery)",,
George Morris,1990.0,11.0,Active,10/17/1944,"Montgomery, AL",Male,US Naval Academy; Stanford University; University of Houston-Clear Lake,Mathematics,Veterinary Medicine,,,2,6825,8,49.5,"STS-130 (Endeavor), ISS-42/43 (Soyuz)",,
Caitlin Olson,1997.0,18.0,Retired,05/28/1955,"Pittsburgh, PA",Female,Harvey Mudd College; University of Washington,Aerospace Engineering,Mechanical Engineering,Colonel,US Navy (Retired),3,1434,2,5.9,STS-116 (Discovery),08/26/1993,
Gerald Santana,1997.0,15.0,Management,10/29/1957,"Melbourne, Australia",Male,Purdue University,Engineering Science,Information Systems,Colonel,,5,103,3,13.7,"Skylab 3, STS-3 (Columbia)",,
Michael Peters,1996.0,11.0,Management,10/01/1963,"Killeen, TX",Male,Purdue University; Indiana University,Physiology,Geophysics,Captain,US Air Force (Retired),1,4593,9,61.9,"STS-120 (Discovery), STS-130 (Endeavor)",12/15/1987,
Melissa Lee,1998.0,19.0,Retired,06/15/1963,"Springfield, MO",Male,US Naval Academy; University of Maryland; US Naval Postgraduate School,Mathematics,Aerospace Engineering,,US Air Force,3,1478,10,65.3,"STS-44 (Atlantis), STS-54 (Endeavor), STS-77 (Endeavor)",,
Maria Mack,1968.0,4.0,Active,05/16/1934,"Wilmington, DE",Male,US Air Force Academy; Columbia University; Troy State University,Naval Sciences,Ocean Engineering,,US Marine Corps (Retired),2,3431,1,1.5,STS 51-I (Discovery),,
Joseph Casey,1989.0,15.0,Active,04/17/1957,"Cass City, MI",Female,Delft University of Technology; University of Delaware,Education,Industrial Engineering,Colonel,US Navy (Retired),3,3902,6,33.7,"STS-70 (Discovery), STS-101 (Atlantis)",09/19/1997,
Richard Rodriguez,1991.0,16.0,Retired,06/10/1957,"Falls Church, VA",Male,Stanford University; University of Houston; University of Florida,Aerospace Engineering,Medicine,Colonel,US Air Force,3,1393,8,43.8,,,
Jeremy Burke,2000.0,16.0,Retired,09/19/1967,"El Paso, TX",Female,US Naval Academy; University of Tennessee,Aeronautical Engineering,No Major,Captain,US Air Force,3,6962,5,23.8,Skylab 2,,
Kimberly Moody,1977.0,,Management,11/22/1939,"Quonset Point, RI",Male,University of Utah,Aerospace Engineering,Systems Management,Colonel,US Navy,3,369,0,0.0,"STS 41-G (Challenger), STS-28 (Columbia), STS-45 (Atlantis)",,
Jasmine Green,,16.0,Active,01/02/1960,"Philadelphia, PA",Male,Texas Technological College,Aerospace Engineering,Nuclear Engineering,,,3,1421,4,15.4,STS 51-F (Challenger),,
Adam Miller,1985.0,,Retired,07/20/1948,"Lockport, NY",Male,Lehigh University; MIT; Rutgers University,Mathematical & Electrical Science,Astronautical Engineering,Colonel,US Air Force (Retired),2,315,0,0.0,Apollo 15,07/21/1994,
Sonya Vasquez,2006.0,19.0,Retired,07/10/1966,"Jefferson, IA",Male,Amherst College; California Institute of Technology,Mechanical Engineering,Atmospheric Physics,,US Navy (Retired),3,888,8,50.5,"STS-57 (Endeavor), STS-63 (Discovery), STS-83 (Columbia), STS-94 (Columbia), STS-99 (Endeavor)",,
Deanna Gonzales,1979.0,10.0,Retired,09/10/1945,"Cohasset, MA",Female,University of Minnesota-Minneapolis,,Mechanical Engineering,,,2,343,0,0.0,STS-78 (Columbia),,
Joshua Rice,,5.0,Deceased,10/25/1942,"West Point, NY",Male,MIT; Harvard University,Mathematics,No Major,,,2,1671,10,66.6,STS-73 (Columbia),,
Corey Nelson,1995.0,18.0,Management,12/01/1963,"Baltimore, MD",Male,US Naval Academy,Marine Engineering & Nautical Science,Aeronautical Engineering,Colonel,,1,226,0,0.0,Apollo 16,,
Christina Mayo,2001.0,18.0,Retired,02/16/1964,"Augusta, GA",Male,US Naval Academy,Aeronautical Engineering,Aerospace Engineering,,US Marine Corps (Retired),1,1558,8,42.3,"STS-1 (Columbia), STS-7 (Challenger), STS 41-C (Challenger), STS 41-G (Challenger)",,
Clayton King,2004.0,17.0,Retired,12/11/1969,"Abington, PA",Male,George Washington University; University of Texas,Physics,No Major,Captain,US Navy,2,551,1,1.8,,,Apollo 1
Trevor Wise,1999.0,,Retired,09/13/1963,"Queens, NY",Male,Tulane University,Mechanical Engineering,Science & Technology Administration,,,4,1228,6,33.8,STS 51-A (Discovery),,
Brandon Powell,1972.0,4.0,Management,12/12/1945,"Cincinnati, OH",Male,US Naval Academy; Harvard University,Naval Sciences,Mechanical Engineering,,,2,1289,1,3.5,"STS-130 (Endeavor), ISS-42/43 (Soyuz)",,
John Stephens MD,1987.0,11.0,Retired,04/21/1951,"Yonkers, NY",Male,US Air Force Academy; University of Washington,Applied Science & Engineering,Aeronautical Engineering,,US Air Force (Retired),3,3361,4,16.4,"ISS-6 (Soyuz), STS-126 (Endeavor), ISS-30/31 (Soyuz)",,
Zachary Downs,1972.0,8.0,Active,05/27/1939,"Adelaide, Australia",Male,US Merchant Marine Academy; University of California-Los Angeles,Engineering,Chemical Engineering,,,3,1254,6,27.1,"ST 61-B (Atlantis), ST-27 (Atlantis), ST-37 (Atlantis), STS-55 (Columbia), STS-74 (Atlantis), STS-88 (Endeavor), STS-110 (Atlantis)",08/19/1987,
Dawn Reed,1970.0,7.0,Retired,09/29/1928,"Karnal, India",Male,Colorado State University; Utah State University,Physics,Bioengineering,Colonel,,1,370,0,0.0,STS-90 (Columbia),,
Curtis Owens,1964.0,4.0,Deceased,03/17/1935,"Dallas, TX",Male,University of Idaho; University of Tennessee,Aeronautical Engineering,No Major,Captain,US Air Force,3,182,0,0.0,"STS-43 (Atlantis), STS-52 (Columbia), STS-68 (Endeavor), STS-81 (Atlantis)",01/24/1986,
Matthew Moreno,1984.0,13.0,Management,05/31/1943,"Lebanon, MO",Male,University of Southern California; US Naval Postgraduate School,Chemical Engineering,Mechanical Engineering,Colonel,US Air Force (Retired),3,630,0,0.5,STS-34 (Atlantis),10/23/2001,
Jacob Rodriguez,1991.0,16.0,Management,02/12/1951,"Boston, MA",Male,US Air Force Academy; Columbia University; Troy State University,Mathematics & Physics,Aeronautical Engineering,,,1,192,2,8.5,"STS-2 (Columbia), STS 51-I (Discovery)",,
Brad Wright,2001.0,16.0,Deceased,05/05/1961,"Atlanta, GA",Male,University of Kansas; University of California,Physics,Nuclear Engineering,,,2,1978,0,1.0,"STS-123 (Endeavor), STS-134 (Endeavor)",07/28/1999,
David Diaz,1982.0,9.0,Retired,05/31/1941,"Sparta, WI",Male,Washington State University; US Air Force Institute of Technology; University of Washington,Applied Mathematics,Physics,Captain,US Navy (Retired),1,3555,10,62.6,"STS-39 (Discovery), STS-52 (Columbia)",,
Devin Cobb,1993.0,17.0,Active,04/12/1957,"Scranton, PA",Male,Florida State University; University of Texas,Computer & Systems Engineering,Aerospace Engineering,Colonel,US Air Force (Retired),4,53,4,17.6,"STS-122 (Atlantis), STS-131 (Discovery)",,
Bianca Morse,1987.0,15.0,Retired,01/12/1953,"Montreal, Canada",Male,University of Colorado; US Naval Postgraduate School,Naval Sciences,Engineering Science,Colonel,US Air Force (Retired),4,1475,3,9.5,"Apollo 12, Skylab 3",,
Connie Salazar,1998.0,16.0,Retired,12/26/1960,"Decatur, AL",Male,Southeastern Massachusetts University; Purdue University,Aerospace Engineering & Mechanics,Electrical Engineering,,,3,1782,4,14.7,"STS-58 (Columbia), STS-74 (Atlantis), STS-92 (Discovery), ISS-12 (Soyuz)",,
Philip Anderson,,17.0,Retired,08/23/1962,"Jamestown, ND",Male,Rice University,Physics,Geology,Commander,US Air Force (Retired),2,672,0,0.0,"STS-126 (Endeavor), ISS-49/50 (Soyuz)",,
Lisa Simpson,1991.0,13.0,Retired,10/22/1955,"Neptune, NJ",Male,University of North Dakota; University of Texas,Animal Science,Bioengineering,Colonel,,2,3270,6,29.8,"STS-8 (Challenger), STS 51-B (Challenger)",,
James Rodriguez,2005.0,18.0,Retired,08/31/1969,"Manchester, NH",Male,MIT,Aeronautical Engineering,Physics,Colonel,US Air Force,3,2185,8,46.8,"STS-83 (Columbia), STS-94 (Columbia)",,
Hailey Bush,1988.0,17.0,Active,07/10/1950,"Philadelphia, PA",Male,US Naval Academy; University of Southern California,Aerospace Engineering,Medicine,,,2,2041,9,52.0,STS-129 (Atlantis),,
Rebecca Hernandez,1995.0,10.0,Retired,09/25/1960,"Manchester, NH",Male,University of Southern California; US Naval Postgraduate School,Aerospace Engineering,No Major,Colonel,US Navy (Retired),3,3218,3,11.1,Apollo 9,,
John Lee,1996.0,15.0,Active,10/10/1960,"Oak Park, IL",Male,Washington & Lee University; Cornell University; Stanford University,Astronautical Engineering,Mechanical  Engineering,Lieutenant Colonel,US Air Force Reserves,1,3387,9,60.0,"STS-124 (Discovery), ISS-27/28 (Soyuz)",,
Desiree Garcia,2003.0,18.0,Retired,12/21/1968,"San Jose, Costa Rica",Male,US Air Force Academy; George Washington University,Physics,Electrical Engineering,Colonel,US Navy (Retired),2,3365,0,0.0,"STS-40 (Columbia), STS-52 (Columbia), STS-67 (Endeavor), STS-80 (Columbia), STS-98 (Discovery)",,
Ashley Lara,1987.0,10.0,Retired,12/30/1951,"Binghamton, NY",Male,Purdue University; MIT,Engineering Science,No Major,,,2,5215,6,31.1,"STS 41-C (Challenger), STS 51-I (Discovery)",04/13/2004,
Leslie Newman,2006.0,16.0,Deceased,11/20/1971,"Haversford, PA",Male,US Naval Academy; US Naval Postgraduate School,Aeronautical Engineering,No Major,Colonel,,2,3636,10,66.7,STS 51-L (Challenger),,
Cameron Fisher,1983.0,,Management,07/05/1946,Richfield. UT,Male,University of Washington,Aerospace Engineering,Aerospace Engineering,,,5,83,0,0.5,"STS 51-C (Discovery), STS 61-A (Challenger), STS-29 (Discovery), STS-48 (Discovery",,
Bryan Bailey,1989.0,12.0,Deceased,01/17/1959,"Beaumont, TX",Male,University of California-Berkeley; University of New Mexico,Aeronautical Engineering,Public Administration,Captain,US Navy,4,542,0,0.1,"STS-45 (Atlantis), STS-56 (Discovery), STS-63 (Discovery), STS-84/86 (Atlantis), STS-103 (Discovery), ISS-08 (Soyuz)",,
Lori Marshall,,14.0,Retired,02/11/1953,"Akron, OH",Male,City College of New York; Rutgers University,Naval Sciences,Bioengineering,Colonel,,4,156,8,45.5,"Skylab 3, STS-3 (Columbia)",,
Mrs. Jamie Nguyen,1993.0,12.0,Management,03/31/1955,"Dallas, TX",Male,US Naval Academy; US Naval Postgraduate School,Physics & Mathematics,No Major,,,2,287,0,0.1,,,
Roger Lin,1978.0,11.0,Retired,07/20/1943,"Cooperstown, NY",Male,Stanford University,Electrical Engineering,Geology,Major General,US Navy (Retired),2,1623,5,20.8,"STS-112 (Atlantis), STS-126/119 (Endeavor/Discovery), STS-135 (Atlantis)",,
Caleb Ross,2005.0,19.0,Retired,10/19/1970,"Enid, OK",Male,Missouri Southern State College; University of Missouri; University of Washington,Aeronautical Engineering,Public Administration,Colonel,,2,2196,3,10.3,"ST 51-J (Atlantis), STS-26 (Discovery), STS-36 (Atlantis), STS-42 (Discovery)",07/24/1991,
Gwendolyn Chang,1987.0,11.0,Deceased,05/23/1956,"Manchester, NH",Female,MIT; University of Massachusetts,Mechanical Engineering,Aeronautical Engineering,Colonel,US Navy (Retired),2,1476,3,12.1,"STS 41-C (Challenger), STS 51-L (Challenger)",,
Jennifer Torres,1967.0,5.0,Deceased,10/24/1932,"Cleveland, OH",Male,University of Idaho; University of Tennessee,Physics,Astronautics,Captain,US Navy (Retired),1,231,10,62.2,Apollo 17,,
Anna Nelson,1965.0,3.0,Retired,06/01/1934,"Lancaster, PA",Female,University of Connecticut; Rensselaer Polytechnic Institute; University of Houston-Clear Lake,Aerospace Engineering,Business Management,,,2,1930,1,2.1,STS 51-C (Discovery),,
John Johnston,1968.0,6.0,Retired,06/12/1944,"Fayette, MS",Male,Saint John’s University; Stanford University,Electrical Engineering,No Major,,,2,1230,3,11.1,"STS-115 (Atlantis), STS-126 (Endeavor)",07/05/1994,
Ann Logan,1990.0,17.0,Retired,11/16/1951,Hong Kong,Male,University of Washington; Creighton University,Aerospace Engineering,No Major,Captain,,3,818,0,0.0,STS-119 (Discovery),,
Natasha Ballard,1965.0,3.0,Retired,05/21/1938,"Richmond, VA",Male,University of Illinois; California State University-Fresno,Engineering Science,Astronomy,Rear Admiral,US Marine Corps,0,275,0,0.9,"STS-58 (Columbia), STS-76 (Atlantis), STS-90 (Columbia)",,
Samuel Clark,2001.0,18.0,Retired,04/06/1964,"Santa Rita, NM",Male,Cornell University; Stanford University,Aeronautical & Astronautical Engineering,Aeronautical Systems,,US Air Force (Retired),1,160,0,0.0,"STS-127 (Endeavor), STS-135 (Atlantis)",04/06/1999,
Shannon Lynch,1978.0,9.0,Deceased,10/08/1942,"Redwood, CA",Male,US Military Academy; University of Michigan,Naval Sciences,Mechanical  Engineering,,US Army (Retired),0,158,0,0.3,STS 51-B (Challenger),,
Timothy Moore,2004.0,17.0,Retired,05/02/1965,"Indianapolis, IN",Male,US Naval Academy,Biochemistry,Aeronautical Engineering,Captain,US Coast Guard (Retired),1,1992,6,29.5,STS-127 (Endeavor); ISS-35/36 (Soyuz),10/18/1995,
David Schwartz,1984.0,,Retired,04/29/1947,"Taipei, Taiwan",Male,Embry-Riddle Aeronautical University; University of Central Florida,Mathematics; Russian,Physics,Captain,,3,2278,1,1.8,"STS 51-C (Discovery), STS 51-L (Challenger)",,
Maria Wheeler,1959.0,2.0,Management,07/18/1921,"Syracuse, NY",Male,Case Western Reserve University; Cornell University,Mechanical Engineering,Aeronautical Engineering,Colonel,,0,7,7,39.7,"STS-42 (Discovery), STS-51 (Discovery), STS-79 (Atlantis)",,
Alexander Brooks,2006.0,18.0,Retired,10/06/1969,"Boston, MA",Male,US Air Force Academy; Purdue University,Ceramic Engineering,No Major,Captain,US Air Force,2,4030,2,8.9,STS-128 (Discovery),,
Mrs. Jennifer Mora,1962.0,3.0,Retired,12/27/1935,"Cheverly, MD",Male,US Air Force Academy; Purdue University,Mechanical Engineering,Aerospace Engineering,Captain,,2,132,0,0.0,"STS 61-C (Columbia), STS-34 (Atlantis), STS-46 (Atlantis), STS-60 (Discovery), STS-75 (Columbia), STS-91 (Discovery), STS-111 (Endeavor)",,
Ashley Gibbs,2005.0,19.0,Active,01/19/1970,"Cape Girardeau, MO",Male,US Air Force Academy; Columbia University; Troy State University,Aerospace Engineering,Systems Management,,,4,54,3,8.7,,,
Jennifer Hunter,1980.0,9.0,Retired,05/25/1953,"Plattsburgh, NY",Male,Montana State University; University of Colorado,Aeronautical Engineering,Aerospace Engineering,,,4,634,10,64.0,"STS-93 (Columbia), STS-100 (Endeavor), STS-112 (Atlantis)",,
James Winters,1996.0,,Retired,08/22/1964,"Rock Island, IL",Male,Williams College; Georgetown University; University of California-Berkeley,Engineering Management,Systems Management,Colonel,US Air Force (Retired),4,601,6,35.0,"STS-28 (Columbia), STS-41 (Discovery), STS-50 (Columbia), STS-64 (Discovery)",,
Karen Sawyer,1986.0,16.0,Retired,09/04/1941,"Karnal, India",Male,State University of New York-Buffalo; Cornell University; University of Texas,Aeronautics & Astronautics,Solar Physics,Colonel,US Air Force (Retired),4,27,1,1.0,STS 51-F (Challenger),,
Sara Lewis,2000.0,17.0,Retired,06/24/1967,"Sydney, Australia",Male,University of Pennsylvania; California Institute of Technology,Aeronautical Engineering,Applied Physics,Colonel,US Army (Retired),3,2347,1,4.0,"STS-60 (Discovery), STS-76 (Atlantis)",01/10/1994,
Stacy Dickerson,1982.0,7.0,Retired,12/21/1953,"Detroit, MI",Male,California State University-Fullerton; University of California-Davis,Engineering,Astronautics,Major,US Air Force Reserves,2,315,0,0.0,STS-107 (Columbia),,
Robert Gonzales,1976.0,11.0,Management,12/25/1944,"Columbus, OH",Male,Purdue University,Biochemistry,Veterinary Medicine,,,2,301,2,3.8,"STS-98 (Atlantis), ST-116 (Discovery), STS-127 (Endeavor)",03/06/1995,
Natalie Martin,2004.0,19.0,Management,05/14/1968,"Lake City, SC",Male,Oklahoma Baptist University; Oklahoma State University,Aeronautical Engineering,Mechanical  Engineering,Captain,US Air Force (Retired),2,1086,5,23.1,"STS-106 (Atlantis), STS-118 (Endeavor), STS-131 (Discovery), ISS-38/39 (Soyuz)",,
Alexander Vasquez,1987.0,,Deceased,07/18/1949,"Houston, TX",Male,University College at Cardiff,Aerospace Engineering,No Major,,,2,3493,7,37.5,"STS 41-D (Discovery), STS 51-D (Discovery), STS 61-B (Atlantis)",,
Jackie Martinez,2009.0,20.0,Retired,12/01/1970,"Memphis, TN",Male,Washington State University; US Air Force Institute of Technology; University of Washington,Zoology,Astronautical Engineering,,,3,1115,6,31.5,STS-119 (Discovery),,
Elizabeth Stephens,1990.0,19.0,Active,11/08/1946,"Akron, OH",Female,University of Washington,Engineering Science,Aeronautical Engineering,Captain,US Naval Reserves (Retired),5,1135,0,0.8,"STS 41-B (Challenger), STS-31 (Discovery)",,
Robyn Pacheco,1980.0,5.0,Deceased,08/09/1953,"Attleboro, MA",Male,US Air Force Academy; University of Alabama,Education,Astronomy,Captain,,2,593,1,3.0,"STS-37 (Atlantis), STS-59 (Endeavor), STS-76 (Atlantis), STS-108 (Endeavor)",,
Jack Smith,1989.0,16.0,Retired,12/21/1958,"Pinehurst, NC",Male,University of Sydney; MIT,Aerospace Engineering,Science & Technology Administration,Colonel,US Air Force (Retired),3,2017,2,8.7,"STS 51-G (Discovery), STS-34 (Atlantis), STS-43 (Atlantis), STS-58 (Columbia), STS-76/79 (Atlantis)",,
Craig Carey,1975.0,11.0,Retired,07/20/1950,"Little Rock, AR",Male,US Naval Academy; US Naval Postgraduate School,Chemistry,No Major,Colonel,,4,755,2,8.2,"STS 41-B (Challenger), STS 51-L (Challenger)",,
Michelle Wilson,1960.0,4.0,Retired,07/18/1921,"New York, NY",Male,California State University-Northridge; Georgia Institute of Technology,Aerospace Engineering,Applied Plasma Physics,Captain,US Air Force (Retired),4,106,10,60.5,"STS-45 (Atlantis), STS-57 (Endeavor), STS-72 (Endeavor), STS-92 (Discovery)",,
