,ORDERKEY,CUSTKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,COMMENT
89224,356897,98746,F,9971.31,733968000.0,4-NOT SPECIFIED,Clerk#000000231,0,encies engage frays. fi
89225,356898,149047,O,141339.59,815788800.0,5-LOW,Clerk#000000898,0,es detect. requests are slyly. ironic gifts must have to 
89226,356899,10336,O,189424.55,805075200.0,4-NOT SPECIFIED,Clerk#000000155,0," the even instructions wake furiously slyly express accounts. ironic,"
89227,356900,140161,O,158203.86,829526400.0,4-NOT SPECIFIED,Clerk#000000428,0,ages. blithely ironic accounts are requests. foxes affix quickly about the som
89228,356901,59647,O,131465.86,818294400.0,4-NOT SPECIFIED,Clerk#000000114,0,eposits promise slyly slyly pend
89229,356902,28147,F,405139.41,765244800.0,2-HIGH,Clerk#000000830,0,ind the ideas. regular pinto beans x-ray fluffily. quickly bold instructions 
89230,356903,99002,F,13259.94,780278400.0,1-URGENT,Clerk#000000537,0, bold foxes shall have to are furiously furiously final pinto beans. express p
89231,356928,126028,F,111069.17,754617600.0,1-URGENT,Clerk#000000454,0,quickly carefully bold warthogs. quickly express depos
89232,356929,133495,O,210340.87,813283200.0,1-URGENT,Clerk#000000621,0,d the closely final foxes. final 
89233,356930,91414,F,233878.46,755481600.0,5-LOW,Clerk#000000927,0,quickly. carefully silent foxes after the account
89234,356931,71249,F,291283.39,760492800.0,1-URGENT,Clerk#000000301,0,"uickly regular dolphins. deposits are thinly final, bold pains; quickly"
89235,356932,19507,O,37925.85,823824000.0,3-MEDIUM,Clerk#000000878,0,above the furiously even Tiresias. quickly final dolphins haggle furiously sil
89236,356933,74162,F,57805.32,758678400.0,2-HIGH,Clerk#000000580,0,". express, special accounts sleep carefully! final, ironic "
89237,356934,81788,O,211276.11,881452800.0,3-MEDIUM,Clerk#000000264,0,onic foxes sleep upon the furiously bold dependenci
89238,356935,145126,O,201641.06,867024000.0,4-NOT SPECIFIED,Clerk#000000554,0,"s nag. silent, ruthless d"
89239,356960,121831,F,136525.9,779328000.0,5-LOW,Clerk#000000379,0,posits. special deposits are 
89240,356961,95483,F,103658.24,757814400.0,3-MEDIUM,Clerk#000000824,0,ep carefully ironic requests. fluffily special attainments sleep
89241,356962,68443,O,103652.66,803433600.0,4-NOT SPECIFIED,Clerk#000000966,0,equests wake; blithely ironic ide
89242,356963,94562,F,27579.89,766195200.0,4-NOT SPECIFIED,Clerk#000000630,0,lly bold requests-- blithely pending ideas near the even packages cajole fl
89243,356964,37720,O,154412.93,837820800.0,2-HIGH,Clerk#000000404,0," furiously at the regular ideas. silent, regular war"
89244,356965,50476,O,101340.72,818812800.0,3-MEDIUM,Clerk#000000118,0, gifts doubt carefully at
89245,356966,68267,F,125929.84,732758400.0,1-URGENT,Clerk#000000563,0,"st doggedly. silent, regular deposits wake quickly according to the slyly b"
89246,356967,3742,O,106166.72,806284800.0,4-NOT SPECIFIED,Clerk#000000869,0,ly quick requests. slyly express dependencies haggle alongside of the fl
89247,356992,37831,F,54718.8,710985600.0,5-LOW,Clerk#000000881,0,"s the accounts are slowly about the slyly final packages. regular, silent pint"
89248,356993,106939,O,28168.01,826934400.0,4-NOT SPECIFIED,Clerk#000000108,0,symptotes across the fur
89249,356994,3727,O,279893.41,883526400.0,2-HIGH,Clerk#000000415,0,ve the furiously ironic waters. expr
89250,356995,58700,O,146972.42,867628800.0,5-LOW,Clerk#000000195,0,ons after the specia
89251,356996,15686,F,359342.0,739238400.0,2-HIGH,Clerk#000000413,0,ctions. even notornis int
89252,356997,75448,O,106376.28,885686400.0,5-LOW,Clerk#000000051,0,r the slyly express accoun
89253,356998,91219,O,126158.44,808876800.0,1-URGENT,Clerk#000000329,0,ajole. deposits run furiously. even deposits
89254,356999,85696,F,65614.61,745027200.0,3-MEDIUM,Clerk#000000874,0,"es. final somas sleep slyly furious theodolites. regular,"
89255,357024,119432,O,172738.03,885945600.0,4-NOT SPECIFIED,Clerk#000000146,0,ully regular instructions.
89256,357025,128515,F,202614.63,710812800.0,3-MEDIUM,Clerk#000000251,0, requests wake quickly accounts. quickly
89257,357026,87965,F,94101.16,729561600.0,4-NOT SPECIFIED,Clerk#000000829,0,hely even deposits cajole enticingly 
89258,357027,25364,F,52360.26,751593600.0,3-MEDIUM,Clerk#000000720,0,pinto beans sleep final packages. slyly regular requests prom
89259,357028,129238,F,116184.95,712281600.0,4-NOT SPECIFIED,Clerk#000000213,0,lites. unusual foxes
89260,357029,102146,F,94975.41,728092800.0,4-NOT SPECIFIED,Clerk#000000090,0, theodolites use after the quickly ruthless requests. dependen
89261,357030,8659,O,128771.03,801360000.0,5-LOW,Clerk#000000612,0,nd the carefully express requests. ca
89262,357031,9331,F,134137.58,724464000.0,1-URGENT,Clerk#000000615,0,es wake after the furiously even deposits.
89263,357056,75724,P,83728.62,800236800.0,4-NOT SPECIFIED,Clerk#000000062,0,"the special packages. ironic, bold deposits haggle car"
89264,357057,80734,O,23644.84,874454400.0,2-HIGH,Clerk#000000139,0,es are. slyly ironic notornis affix about the carefully quiet pinto be
89265,357058,116542,F,16375.72,787795200.0,3-MEDIUM,Clerk#000000046,0,lyly about the quickly bold requ
89266,357059,148039,O,97241.43,861494400.0,3-MEDIUM,Clerk#000000917,0, along the carefully unusual pinto beans. slyly regular courts haggl
89267,357060,22228,F,196983.44,751161600.0,1-URGENT,Clerk#000000248,0,er the carefully busy deposits. carefully unusual
89268,357061,63161,F,110088.22,765849600.0,2-HIGH,Clerk#000000369,0,"nts haggle about the regular requests. idle dependencies at the pending, "
89269,357062,146242,O,240739.34,851126400.0,2-HIGH,Clerk#000000604,0,. quick requests cajole fluffily slyly fi
89270,357063,138829,F,198650.76,765417600.0,2-HIGH,Clerk#000000862,0,thely final requests. pending theodolites use quickly. requests pro
89271,357088,24005,F,138908.58,745286400.0,2-HIGH,Clerk#000000174,0,cajole quickly. fluffily qui
89272,357089,88133,F,97983.78,775526400.0,4-NOT SPECIFIED,Clerk#000000254,0,st slyly. slyly bold deposits sleep furiously pending requests; unus
89273,357090,145591,F,136266.95,789782400.0,5-LOW,Clerk#000000195,0,ites through the slyly ironic i
89274,357091,135697,O,214344.89,887241600.0,1-URGENT,Clerk#000000891,0,xpress instructions x-ray according to the r
89275,357092,38855,F,160220.48,787276800.0,3-MEDIUM,Clerk#000000293,0,. regular packages about the ironic accounts use quickly above the quick
89276,357093,85574,F,216973.09,722217600.0,5-LOW,Clerk#000000315,0,"ly idle deposits nag. furiously ironic ideas haggle against the even, fin"
89277,357094,37034,F,96253.21,716428800.0,1-URGENT,Clerk#000000130,0,ccounts are. ideas nag at the regular pac
89278,357095,76195,O,197353.53,846892800.0,3-MEDIUM,Clerk#000000255,0,le carefully accord
89279,357120,27607,O,21178.47,818294400.0,2-HIGH,Clerk#000000594,0,"ons wake furiously beyond the slyly express packages. ironic, ironic"
89280,357121,26003,O,286711.2,899769600.0,3-MEDIUM,Clerk#000000416,0,ag carefully after the quickly regular r
89281,357122,66340,F,16458.93,783734400.0,5-LOW,Clerk#000000138,0,ial requests after the fluf
89282,357123,149729,F,141553.67,783475200.0,5-LOW,Clerk#000000666,0,ously silent accounts sleep quie
89283,357124,87509,F,253498.84,769046400.0,4-NOT SPECIFIED,Clerk#000000648,0,efully ironic tithes are slyly final dependencies. slyly re
89284,357125,148297,O,83697.64,819763200.0,2-HIGH,Clerk#000000540,0,ly after the fluffily bol
89285,357126,11173,F,151660.97,758505600.0,5-LOW,Clerk#000000534,0,fully slow excuses. carefully
89286,357127,111562,O,134801.02,875491200.0,4-NOT SPECIFIED,Clerk#000000148,0,usly final ideas; accounts cajole carefully among the special fox
89287,357152,3571,O,63828.86,886723200.0,4-NOT SPECIFIED,Clerk#000000691,0,ely regular theodoli
89288,357153,15955,F,71534.37,740707200.0,2-HIGH,Clerk#000000490,0, ideas. pearls cajole furiously 
89289,357154,80002,F,233255.39,698284800.0,4-NOT SPECIFIED,Clerk#000000581,0,out the instructions. regular requests de
89290,357155,125254,F,204771.75,777427200.0,5-LOW,Clerk#000000337,0, among the warthogs wake unusual instructions. furiously final
89291,357156,16105,F,249338.07,759024000.0,4-NOT SPECIFIED,Clerk#000000033,0,. bravely silent asymptotes haggle sly
89292,357157,43877,O,234051.28,900633600.0,2-HIGH,Clerk#000000343,0,ounts. special requests wake slyly blithely regular deposits. depos
89293,357158,25724,O,221396.78,890438400.0,4-NOT SPECIFIED,Clerk#000000712,0,ts across the requests are across the 
89294,357159,28103,O,161531.18,843177600.0,5-LOW,Clerk#000000065,0,s sleep slyly express requests. furiously regular deposits dete
89295,357184,126421,F,288144.73,740188800.0,5-LOW,Clerk#000000528,0,"nal, ironic deposits. blithely pendi"
89296,357185,2431,O,114966.31,826329600.0,4-NOT SPECIFIED,Clerk#000000293,0,ffily enticing orbits sleep blithely among
89297,357186,38716,F,117206.64,753840000.0,3-MEDIUM,Clerk#000000340,0,s. carefully ironic requests ac
89298,357187,130009,O,110083.32,886032000.0,5-LOW,Clerk#000000602,0,ular dependencies cajole qu
89299,357188,136904,F,234614.17,783043200.0,2-HIGH,Clerk#000000034,0,riously slyly regular deposits. carefully bold asymptotes wake furious
89300,357189,84190,O,296924.88,870048000.0,5-LOW,Clerk#000000499,0,"e final, unusual deposits. f"
89301,357190,9403,O,174625.23,809049600.0,3-MEDIUM,Clerk#000000747,0,s notornis. final deposits can det
89302,357191,78506,O,123893.29,866851200.0,5-LOW,Clerk#000000639,0, packages. express dep
89303,357216,35512,F,241596.21,703641600.0,3-MEDIUM,Clerk#000000340,0," cajole blithely special foxes; pending, ironic accounts wake carefully i"
89304,357217,148174,F,146496.81,777254400.0,1-URGENT,Clerk#000000185,0,ress packages. fluffily regular dependencies ca
89305,357218,40925,O,197649.2,825465600.0,4-NOT SPECIFIED,Clerk#000000336,0,ckly against the fluffily regular accounts; care
89306,357219,72766,O,24151.03,841017600.0,5-LOW,Clerk#000000229,0,the quickly ironic foxes are along the blithely ironic instructions. fluffily
89307,357220,22534,F,123644.16,763430400.0,3-MEDIUM,Clerk#000000455,0,"ckages. pending, ironic accounts"
89308,357221,115757,F,172075.03,723513600.0,4-NOT SPECIFIED,Clerk#000000927,0,furiously regular packages maint
89309,357222,24827,O,19262.46,809568000.0,5-LOW,Clerk#000000950,0,e quickly. furiously ironic accounts print carefully. excuses cajole furious
89310,357223,103367,F,214332.07,769824000.0,2-HIGH,Clerk#000000326,0,ing to the regular foxes cajole quickly regular requests. blithely 
89311,357248,130133,O,325450.29,821404800.0,3-MEDIUM,Clerk#000000869,0,"gainst the regular, unusual pinto beans. furi"
89312,357249,141241,F,46675.55,705110400.0,5-LOW,Clerk#000000855,0," ideas. carefully express requests cajole express, "
89313,357250,81859,F,365850.7,720316800.0,2-HIGH,Clerk#000000139,0,s. slyly quick foxes cajo
89314,357251,143884,O,105246.28,857865600.0,3-MEDIUM,Clerk#000000735,0,yly. blithely even braids between the quickly unusual dependencies cajole furi
89315,357252,89879,F,65903.27,784252800.0,3-MEDIUM,Clerk#000000400,0," bold requests shall wake slyly excuses. final,"
89316,357253,94858,P,251148.78,801619200.0,3-MEDIUM,Clerk#000000651,0,rint among the sile
89317,357254,73432,O,322463.54,806803200.0,4-NOT SPECIFIED,Clerk#000000588,0,ns. fluffily specia
89318,357255,96187,O,225733.66,889660800.0,3-MEDIUM,Clerk#000000907,0,eodolites. regular requests promise. express
89319,357280,58279,O,168270.58,895363200.0,3-MEDIUM,Clerk#000000525,0,s haggle fluffily dependencies. even instructions are furiously f
89320,357281,129649,F,19390.55,762652800.0,1-URGENT,Clerk#000000229,0,"nts cajole slyly furiously bold requests. regular, regular deposits affix"
89321,357282,82028,F,204308.24,695606400.0,1-URGENT,Clerk#000000642,0,unusual platelets. fluffily regular accounts 
89322,357283,138893,F,226474.28,772761600.0,3-MEDIUM,Clerk#000000582,0,. blithely ironic accounts are carefully within the slyly regular packages. t
89323,357284,60743,F,228933.09,791078400.0,3-MEDIUM,Clerk#000000298,0,ages haggle blithely above the carefully iro
89324,357285,5821,F,155628.72,728956800.0,3-MEDIUM,Clerk#000000680,0,"lyly regular accounts hang pending, even deposits"
89325,357286,15991,F,93880.95,708480000.0,2-HIGH,Clerk#000000422,0, slyly inside the carefully bold theodoli
89326,357287,81347,F,26673.05,794361600.0,4-NOT SPECIFIED,Clerk#000000023,0,e quickly final accounts wake carefully among the carefully reg
89327,357312,93013,O,86841.84,860544000.0,5-LOW,Clerk#000000430,0,yly. theodolites are furiously. slyly even instructions sleep al
89328,357313,93299,F,205312.54,702345600.0,4-NOT SPECIFIED,Clerk#000000501,0, at the platelets. carefully express packages are. fina
89329,357314,116617,F,206275.33,708220800.0,5-LOW,Clerk#000000746,0,ts wake slyly regular packages. requests use furiously. furiously final 
89330,357315,49262,F,243577.49,786931200.0,2-HIGH,Clerk#000000392,0,he final dependencies. finally pending packages u
89331,357316,93301,F,224296.31,713836800.0,4-NOT SPECIFIED,Clerk#000000291,0,ular ideas. blithely final theodolites i
89332,357317,139496,O,75015.74,840758400.0,5-LOW,Clerk#000000428,0,rnis use slyly alongside of the ironic requests. final deposits sleep slyly sl
89333,357318,149986,F,138237.33,709516800.0,4-NOT SPECIFIED,Clerk#000000261,0,nts. pinto beans nag furiously. even packages alongsi
89334,357319,55460,O,193062.1,819590400.0,1-URGENT,Clerk#000000319,0,pades according to the pending requests wake furiously about the carefully fin
89335,357344,3157,F,88430.02,710985600.0,4-NOT SPECIFIED,Clerk#000000629,0,iously final ideas after the evenly bold ideas haggle a
89336,357345,95005,F,100013.42,716688000.0,4-NOT SPECIFIED,Clerk#000000771,0,y daring deposits on the requests sleep amon
89337,357346,132641,O,433829.82,821836800.0,3-MEDIUM,Clerk#000000232,0,y final patterns. blithely pending deposits hang furiously unusual excus
89338,357347,138092,F,292714.93,728524800.0,1-URGENT,Clerk#000000576,0,tions nag furiously. carefully even ideas haggle. slyly even d
89339,357348,106004,O,101538.12,848361600.0,3-MEDIUM,Clerk#000000716,0, boost furiously above the deposits. carefully speci
89340,357349,55684,F,53407.11,797212800.0,3-MEDIUM,Clerk#000000151,0, haggle furiously-- pending requests wake against the regula
89341,357350,12773,O,51202.57,799632000.0,2-HIGH,Clerk#000000906,0,gular excuses according to the fluffily final reque
89342,357351,24328,O,76204.41,878256000.0,1-URGENT,Clerk#000000640,0,ckly according to the fluffily bold waters. carefully bold
89343,357376,119447,P,224901.23,794793600.0,3-MEDIUM,Clerk#000000666,0,dly carefully ironic deposits. fluffily ironic asy
89344,357377,89963,F,288059.85,706579200.0,1-URGENT,Clerk#000000609,0,ites integrate after the spe
89345,357378,145894,P,226369.77,798940800.0,3-MEDIUM,Clerk#000000013,0,"een the unusual, regu"
89346,357379,114538,F,89245.52,714528000.0,1-URGENT,Clerk#000000503,0,furiously express instructions are
89347,357380,68479,O,37622.61,801532800.0,2-HIGH,Clerk#000000619,0,lent foxes serve slyly about the blithely bold theodolites. regular p
89348,357381,101117,O,218258.81,831168000.0,4-NOT SPECIFIED,Clerk#000000905,0,ep. carefully even accounts after the depos
89349,357382,120185,F,54431.95,695001600.0,4-NOT SPECIFIED,Clerk#000000988,0, sometimes ironic packages snooze final excu
89350,357383,34133,O,199759.97,884217600.0,2-HIGH,Clerk#000000124,0,"yly. deposits sleep. regular ideas among the unusual,"
89351,357408,64399,O,161122.3,856224000.0,4-NOT SPECIFIED,Clerk#000000916,0, fluffily carefully final deposits. finally bold i
89352,357409,90431,F,28332.76,714268800.0,4-NOT SPECIFIED,Clerk#000000414,0,"ular, final accounts cajole: carefully final requests detect along th"
89353,357410,64159,F,77499.28,762048000.0,4-NOT SPECIFIED,Clerk#000000756,0,ly quiet requests across the fu
89354,357411,87614,O,77050.36,813024000.0,2-HIGH,Clerk#000000687,0, special accounts. quickly blithe dependencies nag furiously slowly even 
89355,357412,121523,O,179466.57,813024000.0,5-LOW,Clerk#000000235,0,aves after the carefully daring packages cajole slyly alongside of the fu
89356,357413,33062,O,133499.27,870307200.0,4-NOT SPECIFIED,Clerk#000000914,0,"y according to the ironic, regular ideas? unusual, pending dependen"
89357,357414,63895,F,252886.16,767577600.0,3-MEDIUM,Clerk#000000321,0,ic ideas sleep along the quickly regular ideas. fluffily regular account
89358,357415,30881,F,61096.25,740707200.0,2-HIGH,Clerk#000000221,0,cial packages among the quickly silent
89359,357440,15148,O,80814.21,868838400.0,1-URGENT,Clerk#000000428,0,le furiously about the furiously bold e
89360,357441,38015,O,193273.25,826243200.0,1-URGENT,Clerk#000000883,0,"ites alongside of the idle, regular packages affix alongs"
89361,357442,61585,O,98534.43,867888000.0,1-URGENT,Clerk#000000315,0,g deposits boost accounts. quickly regular accounts wake blithely deposits. 
89362,357443,38096,F,128754.97,713491200.0,5-LOW,Clerk#000000161,0,"even, even somas poach blithely furiously bold instructions; ironic req"
